originals	tokenized	transliterated
schaalbaarheid	s ch aa l b aa r h ei d	s x a l b a r h ɛɪ t
schaalmodel	s ch aa l m o d e l	s x a l m o d ə l
schaalvergroting	s ch aa l v e r g r o t i ng	s x a l v ɛ r ɣ r o t ɪ ŋ
Schaalvergroting	S ch aa l v e r g r o t i ng	s x a l v ɛ r ɣ r o t ɪ ŋ
Schaam	S ch aa m	s x a m
schaamlippen	s ch aa m l i pp e n	s x a m l ɪ p ə n
schaap	s ch aa p	s x a p
Schaap	S ch aa p	s x a p
Schaapskudde	S ch aa p s k u dd e	s x a p s k œ d ə
schaar	s ch aa r	s x a r
Schaarbeek	S ch aa r b ee k	s x a r b e k
Schaatsclub	S ch aa t s c l u b	s x a t s k l œ p
schaatsen	s ch aa t s e n	s x a t s ə n
schaatser	s ch aa t s e r	s x a t s ə r
schaatstoernooi	s ch aa t s t oe r n ooi	s x a t s t u r n oi
schade	s ch a d e	s x a d ə
schadeclaims	s ch a d e c l ai m s	s x a d ɛ k l ɑɪ m s
schadelijk	s ch a d e l ij k	s x a d e l ə k
schadelijke	s ch a d e l ij k e	s x a d e l ə k ə
schaderegeling	s ch a d e r e g e l i ng	s x a d e r e ɣ ə l ɪ ŋ
schadevergoeding	s ch a d e v e r g oe d i ng	s x a d e v ɛ r ɣ u d ɪ ŋ
schadevrije	s ch a d e v r ij e	s x a d ɛ v r ɛɪ ə
schaduw	s ch a d u w	s x a d y ʋ
schaduwboekhouding	s ch a d u w b oe k h ou d i ng	s x a d y ʋ b u k h ɑu d ɪ ŋ
schaffen	s ch a ff e n	s x ɑ f ə n
Schagen	S ch a g e n	s x a ɣ ə n
Schaik	S ch ai k	s x ɑɪ k
Schaik-Willing	S ch ai k - W i ll i ng	s x ɑɪ k ʋ ɪ l ɪ ŋ
schakelaars	s ch a k e l aa r s	s x a k e l a r s
schakelen	s ch a k e l e n	s x a k e l ə n
Schakelen	S ch a k e l e n	s x a k e l ə n
schakeling	s ch a k e l i ng	s x a k e l ɪ ŋ
schakelingen	s ch a k e l i ng e n	s x a k e l ɪ ŋ ə n
schakelt	s ch a k e l t	s x a k ɛ l t
Schalensluitmachine	S ch a l e n s l ui t m a ch i n e	s x a l ɛ n s l œy t m ɑ x i n ə
Schalkwijk	S ch a l k w ij k	s x ɑ l k ʋ ɛɪ k
schandalig	s ch a n d a l i g	s x ɑ n d a l ə ɣ
schande	s ch a n d e	s x ɑ n d ə
Schaopwas	S ch a o p w a s	s x a o p ʋ ɑ s
Schapekop	S ch a p e k o p	s x a p e k ɔ p
schapen	s ch a p e n	s x a p ə n
schappen	s ch a pp e n	s x ɑ p ə n
Scharendijke	S ch a r e n d ij k e	s x a r ɛ n d ɛɪ k ə
scharnieren	s ch a r n ie r e n	s x ɑ r n i r ə n
schat	s ch a t	s x ɛ t
Schateiland	S ch a t ei l a n d	s tʃ ɛ t ɛɪ l ɑ n t
schatje	s ch a tj e	s x ɛ c ə
schatten	s ch a tt e n	s x ɛ t ə n
schatting	s ch a tt i ng	s x ɛ t ɪ ŋ
Schauvliege	S ch au v l ie g e	s x ɑu v l i ɣ ə
Scheckter	S ch e ck t e r	s x ɛ k t ə r
Scheduler	S ch e d u l e r	s x e d y l ə r
Scheeken	S ch ee k e n	s x e k ə n
scheen	s ch ee n	s x e n
Scheepvaartmuseum	S ch ee p v aa r t m u s eu m	s x e p v a r t m y s ø m
scheerlijnen	s ch ee r l ij n e n	s x e r l ɛɪ n ə n
scheermes	s ch ee r m e s	s x e r m ɛ s
scheet	s ch ee t	s x e t
Scheffers	S ch e ff e r s	s x ɛ f ɛ r s
scheiden	s ch ei d e n	s x ɛɪ d ə n
scheiding	s ch ei d i ng	s x ɛɪ d ɪ ŋ
scheidingen	s ch ei d i ng e n	s x ɛɪ d ɪ ŋ ə n
scheidingswand	s ch ei d i ng s w a n d	s x ɛɪ d ɪ ŋ s ʋ ɑ n t
scheidingswanden	s ch ei d i ng s w a n d e n	s x ɛɪ d ɪ ŋ s ʋ ɑ n d ə n
scheidsrechter	s ch ei d s r e ch t e r	s x ɛɪ t s r ɛ x t ə r
scheidt	s ch ei dt	s x ɛɪ t
scheikunde	s ch ei k u n d e	s x ɛɪ k œ n d ə
schelen	s ch e l e n	s x e l ə n
schelle	s ch e ll e	s x ɛ l ə
schellen	s ch e ll e n	s x ɛ l ə n
schema	s ch e m a	s x e m a
schemer	s ch e m e r	s x e m ə r
schenden	s ch e n d e n	s x ɛ n d ə n
schendingen	s ch e n d i ng e n	s x ɛ n d ɪ ŋ ə n
Schenkelkerk	S ch e n k e l k e r k	s x ɛ ŋ k ɛ l k ɛ r k
schenken	s ch e n k e n	s x ɛ ŋ k ə n
schep	s ch e p	s x ɛ p
schepen	s ch e p e n	s x e p ə n
Schepenhuis	S ch e p e n h ui s	s x e p e n h œy s
scheppen	s ch e pp e n	s x ɛ p ə n
Schepper	S ch e pp e r	s x ɛ p ə r
Schepper-God	S ch e pp e r - G o d	s x ɛ p e r ɣ ɔ t
schepping	s ch e pp i ng	s x ɛ p ɪ ŋ
schept	s ch e p t	s x ɛ p t
scherm	s ch e r m	s x ɛ r m
schermen	s ch e r m e n	s x ɛ r m ə n
Schermer	S ch e r m e r	s x ɛ r m ə r
schermutselingen	s ch e r m u t s e l i ng e n	s x ɛ r m œ t s e l ɪ ŋ ə n
scherp	s ch e r p	s x ɛ r p
scherpe	s ch e r p e	s x ɛ r p ə
Scherpenzeel	S ch e r p e n z ee l	s x ɛ r p ɛ n z e l
scheten	s ch e t e n	s x e t ə n
schetsen	s ch e t s e n	s x ɛ t s ə n
schetst	s ch e t s t	s x ɛ t s t
scheur	s ch eu r	s x ø r
scheurde	s ch eu r d e	s x ø r d ə
scheuren	s ch eu r e n	s x ø r ə n
Scheurs	S ch eu r s	s x ø r s
scheurt	s ch eu r t	s x ø r t
scheurtjes	s ch eu r tj e s	s x ø r c ɛ s
Scheveningen	S ch e v e n i ng e n	s x e v e n ɪ ŋ ə n
Scheveningse	S ch e v e n i ng s e	s x e v e n ɪ ŋ s ə
Schiedam	S ch ie d a m	s x i d ɑ m
Schiehallion	S ch ie h a ll i o n	s x i h ɑ l i ɔ n
schiep	s ch ie p	s x i p
schiereiland	s ch ie r ei l a n d	s x i r ɛɪ l ɑ n t
schiet	s ch ie t	s x i t
schietboom	s ch ie t b oo m	s x i t b o m
schieten	s ch ie t e n	s x i t ə n
schietoefeningen	s ch ie t oe f e n i ng e n	s x i t u f e n ɪ ŋ ə n
schietpartij	s ch ie t p a r t ij	s x i t p ɑ r t ɛɪ
schijf	s ch ij f	s x ɛɪ f
schijfjes	s ch ij f j e s	s x ɛɪ f j ɛ s
schijnbaar	s ch ij n b aa r	s x ɛɪ n b a r
schijnbare	s ch ij n b a r e	s x ɛɪ n b a r ə
schijncorrelatie	s ch ij n c o rr e l a t ie	s x ɛɪ ŋ k ɔ r e l a ts i
schijnen	s ch ij n e n	s x ɛɪ n ə n
schijnt	s ch ij n t	s x ɛɪ n t
schijnveiligheid	s ch ij n v ei l i gh ei d	s x ɛɪ n v ɛɪ l i g ɛɪ t
schijterig	s ch ij t e r i g	s x ɛɪ t e r ə ɣ
schijven	s ch ij v e n	s x ɛɪ v ə n
Schik	S ch i k	s x ɪ k
Schikken	S ch i kk e n	s x ɪ k ə n
schild	s ch i l d	s x ɪ l t
schilder	s ch i l d e r	s x ɪ l d ə r
schilderachtige	s ch i l d e r a ch t i g e	s x ɪ l d e r ɑ x t ə ɣ ə
schilderen	s ch i l d e r e n	s x ɪ l d e r ə n
schilderij	s ch i l d e r ij	s x ɪ l d e r ɛɪ
schilderijen	s ch i l d e r ij e n	s x ɪ l d e r ɛɪ ə n
schilderingen	s ch i l d e r i ng e n	s x ɪ l d e r ɪ ŋ ə n
schilderkunst	s ch i l d e r k u n s t	s x ɪ l d ɛ r k œ n s t
schilderstijl	s ch i l d e r s t ij l	s x ɪ l d ɛ r s t ɛɪ l
schildert	s ch i l d e r t	s x ɪ l d ɛ r t
schilderwerk	s ch i l d e r w e r k	s x ɪ l d e r ʋ ɛ r k
schildklierhormoon	s ch i l d k l ie r h o r m oo n	s x ɪ l t k l i r h ɔ r m o n
Schildpadden	S ch i l d p a dd e n	s x ɪ l t p ɑ d ə n
schimmel	s ch i mm e l	s x ɪ m ə l
Schimmel	S ch i mm e l	s x ɪ m ə l
schimmelinfectie	s ch i mm e l i n f e c t ie	s x ɪ m e l ɪ n f ɛ k s i
schimmels	s ch i mm e l s	s x ɪ m ɛ l s
Schinkel	S ch i n k e l	s x ɪ ŋ k ə l
schip	s ch i p	s x ɪ p
schipbreuk	s ch i p b r eu k	s x ɪ p b r ø k
Schiphol	S ch i p h o l	s tʃ i p h ɔ l
Schiphol-Rijk	S ch i p h o l - R ij k	s tʃ i p h o l r ɛɪ k
Schipholplein	S ch i p h o l p l ei n	s tʃ i p h ɔ l p l ɛɪ n
schipper	s ch i pp e r	s x ɪ p ə r
Schipper	S ch i pp e r	s tʃ ɪ p ə r
schippers	s ch i pp e r s	s x ɪ p ɛ r s
Schippers	S ch i pp e r s	s tʃ ɪ p ɛ r s
schitterend	s ch i tt e r e n d	s x ɪ t e r ɛ n t
Schitterend	S ch i tt e r e n d	s x ɪ t e r ɛ n t
schitterende	s ch i tt e r e n d e	s x ɪ t e r ɛ n d ə
schizofreen	s ch i z o f r ee n	s x i z ɔ f r e n
Schmidt	S ch m i dt	s x m ɪ t
Schmiede	S ch m ie d e	s x m i d ə
schmink	s ch m i n k	s x m ɪ ŋ k
Schmitt	S ch m i tt	s x m ɪ t
Schnapszahl	S ch n a p s z a h l	s x n ɑ p s z a h l
Schneider	S ch n ei d e r	s x n ɛɪ d ə r
schoeisel	s ch oei s e l	s x ui s ə l
schoen	s ch oe n	s x u n
Schoen	S ch oe n	s x u n
Schoenaker	S ch oe n a k e r	s x u n a k ə r
schoenen	s ch oe n e n	s x u n ə n
schoft	s ch o f t	s x ɔ f t
schok	s ch o k	s x ɔ k
schokte	s ch o k t e	s x ɔ k t ə
Schola	S ch o l a	s x o l a
scholen	s ch o l e n	s x o l ə n
Scholen	S ch o l e n	s x o l ə n
scholengemeenschap	s ch o l e ng e m ee n s ch a p	s x o l ɛ ŋ ə m e n s x ɑ p
scholengemeenschappen	s ch o l e ng e m ee n s ch a pp e n	s x o l ɛ ŋ ə m e n s x ɑ p ə n
scholing	s ch o l i ng	s x o l ɪ ŋ
schon	s ch o n	s x ɔ n
Schone	S ch o n e	s x o n ə
school	s ch oo l	s x o l
School	S ch oo l	s x o l
schoolboeken	s ch oo l b oe k e n	s x o l b u k ə n
schooldag	s ch oo l d a g	s x o l d ɑ ɣ
schoolgebouwen	s ch oo l g e b ou w e n	s x o l ɣ ə b ɑu ʋ ə n
Schoolgebouwen	S ch oo l g e b ou w e n	s x o l ɣ ə b ɑu ʋ ə n
schooljaar	s ch oo l j aa r	s x o l j a r
schoolkinderen	s ch oo l k i n d e r e n	s x o l k ɪ n d e r ə n
schoolklimaat	s ch oo l k l i m aa t	s x o l k l i m a t
schoolmeesterachtige	s ch oo l m ee s t e r a ch t i g e	s x o l m e s t e r ɑ x t ə ɣ ə
schoolpas	s ch oo l p a s	s x o l p ɑ s
schoolplan	s ch oo l p l a n	s x o l p l ɑ n
Schooltv	S ch oo l t v	s x o l t f
schoon	s ch oo n	s x o n
schoongemaakt	s ch oo ng e m aa k t	s x o ŋ ə m a k t
schoonheid	s ch oo n h ei d	s x o n h ɛɪ t
schoonheidsproducten	s ch oo n h ei d s p r o d u c t e n	s x o n h ɛɪ t s p r o d œ k t ə n
schoonheidssalons	s ch oo n h ei d ss a l o n s	s x o n h ɛɪ t s a l ɔ n s
Schoonheidssalons	S ch oo n h ei d ss a l o n s	s x o n h ɛɪ t s a l ɔ n s
schoonheidsspecialistes	s ch oo n h ei d ss p e ci a l i s t e s	s x o n h ɛɪ t s p e ʃ a l ɪ s t ɛ s
schoonmaakbedrijf	s ch oo n m aa k b e d r ij f	s x o n m a k b ə d r ɛɪ f
Schoonmaakbedrijf	S ch oo n m aa k b e d r ij f	s x o n m a k b ə d r ɛɪ f
schoonmaakhulp	s ch oo n m aa k h u l p	s x o n m a k h œ l p
schoonmaakkosten	s ch oo n m aa kk o s t e n	s x o n m a k ɔ s t ə n
schoonmaakster	s ch oo n m aa k s t e r	s x o n m a k s t ə r
schoonmaker	s ch oo n m a k e r	s x o n m a k ə r
schoonmoeders	s ch oo n m oe d e r s	s x o n m u d ɛ r s
schoonvader	s ch oo n v a d e r	s x o n v a d ə r
schoorsteen	s ch oo r s t ee n	s x o r s t e n
schoot	s ch oo t	s x o t
Schoots	S ch oo t s	s x o t s
schoppen	s ch o pp e n	s x ɔ p ə n
schopte	s ch o p t e	s x ɔ p t ə
Schors	S ch o r s	s x ɔ r s
schorsing	s ch o r s i ng	s x ɔ r s ɪ ŋ
schorten	s ch o r t e n	s x ɔ r t ə n
schot	s ch o t	s x ɔ t
schotel	s ch o t e l	s x o t ə l
schotelantenne	s ch o t e l a n t e nn e	s x o t e l ɑ n t ɛ n ə
schoten	s ch o t e n	s x o t ə n
Schotland	S ch o t l a n d	s x ɔ t l ɑ n t
Schotse	S ch o t s e	s x ɔ t s ə
schotwonden	s ch o t w o n d e n	s x o t ʋ ɔ n d ə n
schouder	s ch ou d e r	s x ɑu d ə r
schouderbreedte	s ch ou d e r b r ee d t e	s x ɑu d ɛ r b r e t t ə
schouders	s ch ou d e r s	s x ɑu d ɛ r s
schouderstukken	s ch ou d e r s t u kk e n	s x ɑu d ɛ r s t œ k ə n
schouwburg	s ch ou w b u r g	s x ɑu ʋ b œ r ɣ
Schouwburg	S ch ou w b u r g	s x ɑu ʋ b œ r ɣ
schouwspel	s ch ou w s p e l	s x ɑu ʋ s p ə l
schrale	s ch r a l e	s x r a l ə
Schrap	S ch r a p	s x r ɑ p
schrappen	s ch r a pp e n	s x r ɑ p ə n
schrapt	s ch r a p t	s x r ɑ p t
schreden	s ch r e d e n	s x r e d ə n
schreef	s ch r ee f	s x r e f
schreeuwde	s ch r eeu w d e	s x r eu ʋ d ə
schreeuwende	s ch r eeu w e n d e	s x r eu ʋ ɛ n d ə
schreven	s ch r e v e n	s x r e v ə n
schriftelijk	s ch r i f t e l ij k	s x r ɪ f t e l ə k
schriftelijke	s ch r i f t e l ij k e	s x r ɪ f t e l ə k ə
Schrijf	S ch r ij f	s x r ɛɪ f
schrijfinstrumenten	s ch r ij f i n s t r u m e n t e n	s x r ɛɪ f ɪ n s t r y m ɛ n t ə n
schrijfmachine	s ch r ij f m a ch i n e	s x r ɛɪ f m ɑ x i n ə
schrijft	s ch r ij f t	s x r ɛɪ f t
Schrijft	S ch r ij f t	s x r ɛɪ f t
schrijven	s ch r ij v e n	s x r ɛɪ v ə n
schrijver	s ch r ij v e r	s x r ɛɪ v ə r
schrijvers	s ch r ij v e r s	s x r ɛɪ v ɛ r s
Schrijvers	S ch r ij v e r s	s x r ɛɪ v ɛ r s
schrik	s ch r i k	s x r ɪ k
schrikken	s ch r i kk e n	s x r ɪ k ə n
schrikt	s ch r i k t	s x r ɪ k t
Schripsema	S ch r i p s e m a	s x r ɪ p s e m a
Schröder	S ch r ⁇ d e r	s x r ⁇ d ə r
schroef	s ch r oe f	s x r u f
schroefkop	s ch r oe f k o p	s x r u f k ɔ p
schroeft	s ch r oe f t	s x r u f t
schud	s ch u d	s x œ t
schudden	s ch u dd e n	s x œ d ə n
schudslagen	s ch u d s l a g e n	s x œ t s l a ɣ ə n
schuif	s ch ui f	s x œy f
Schuif	S ch ui f	s x œy f
schuifdeuren	s ch ui f d eu r e n	s x œy f d ø r ə n
Schuifdeuren	S ch ui f d eu r e n	s x œy f d ø r ə n
schuift	s ch ui f t	s x œy f t
schuil	s ch ui l	s x œy l
schuilden	s ch ui l d e n	s x œy l d ə n
schuilkerk	s ch ui l k e r k	s x œy l k ɛ r k
schuilplek	s ch ui l p l e k	s x œy l p l ɛ k
schuim	s ch ui m	s x œy m
schuimparty	s ch ui m p a r t y	s x œy m p ɑ r t i
schuimpjes	s ch ui m p j e s	s x œy m p j ɛ s
schuin	s ch ui n	s x œy n
schuivend	s ch ui v e n d	s x œy v ɛ n t
schuld	s ch u l d	s x œ l t
Schuld	S ch u l d	s x œ l t
schulden	s ch u l d e n	s x œ l d ə n
Schuldhulpmaatje	S ch u l d h u l p m aa tj e	s x œ l d h œ l p m a c ə
schuldig	s ch u l d i g	s x œ l d ə ɣ
schuldverlichting	s ch u l d v e r l i ch t i ng	s x œ l t v ɛ r l ɪ x t ɪ ŋ
schuldvraag	s ch u l d v r aa g	s x œ l t v r a ɣ
Schulz	S ch u l z	s x œ l s
Schumanplein	S ch u m a n p l ei n	s x y m ɑ n p l ɛɪ n
schurft	s ch u r f t	s x œ r f t
Schurken	S ch u r k e n	s x œ r k ə n
schutters	s ch u tt e r s	s x œ t ɛ r s
schuttersfeesten	s ch u tt e r s f ee s t e n	s x œ t ɛ r s f e s t ə n
Schuttevaer	S ch u tt e v a e r	s x œ t e v a ə r
schutting	s ch u tt i ng	s x œ t ɪ ŋ
schuttingen	s ch u tt i ng e n	s x œ t ɪ ŋ ə n
Schutzmannschaft	S ch u t z m a nn s ch a f t	s x œ t z m ɑ n s x ɑ f t
schuur	s ch uu r	s x y r
Schuuringhae	S ch uu r i ng h a e	s x y r ɪ ŋ h a ə
Schuurman	S ch uu r m a n	s x y r m ɑ n
schuurtje	s ch uu r tj e	s x y r c ə
schuw	s ch u w	s x y ʋ
schuwde	s ch u w d e	s x y ʋ d ə
schuwe	s ch u w e	s x y ʋ ə
Schwazer	S ch w a z e r	s x ʋ a z ə r
Schweer	S ch w ee r	s x ʋ e r
Science	S ci e n c e	s ʃ ɛ n s ə
Scirtidae	S c i r t i d a e	s s ɪ r t i d a ə
Sclessin	S c l e ss i n	s k l ɛ s ɪ n
Scoloplos	S c o l o p l o s	s k o l ɔ p l ɔ s
scoop	s c oo p	s k o p
scoorde	s c oo r d e	s k o r d ə
scoort	s c oo r t	s k o r t
scooter	s c oo t e r	s k u t ə r
score	s c o r e	s k o r ə
Score	S c o r e	s k o r ə
scoren	s c o r e n	s k o r ə n
scorende	s c o r e n d e	s k o r ɛ n d ə
scores	s c o r e s	s k o r ɛ s
scotch	s c o tch	s k ɔ tʃ
Scott	S c o tt	s k ɔ t
scouting-activiteit	s c ou t i ng - a c t i v i t ei t	s k ɑu t ɪ ŋ ɑ k t i v i t ɛɪ t
Screensaver	S c r ee n s a v e r	s k r e n s a v ə r
script	s c r i p t	s k r ɪ p t
scriptie	s c r i p t ie	s k r ɪ p ts i
scripties	s c r i p t ie s	s k r ɪ p ts i s
scripts	s c r i p t s	s k r ɪ p t s
Scroll	S c r o ll	s k r ɔ l
scrubmassage	s c r u b m a ss a g e	s k r œ b m ɑ s a ɣ ə
scrubzout	s c r u b z ou t	s k r œ b z ɑu t
Scuds	S c u d s	s k œ t s
Sderot	S d e r o t	s d e r ɔ t
se	s e	s ə
Sea	S e a	s ɛ a
sealpac	s e a l p a c	s e ɑ l p ɑ k
Sealpac	S e a l p a c	s e ɑ l p ɑ k
Search	S e a r ch	s e ɑ r x
Seattle	S e a tt l e	s e ɑ t l ə
Seaview	S e a v ie w	s e a v i ʋ
sec	s e c	s ɛ k
secessie	s e c e ss ie	s e s ɛ s i
Seck	S e ck	s ɛ k
Second	S e c o n d	s e k ɔ n t
seconde	s e c o n d e	s e k ɔ n d ə
seconden	s e c o n d e n	s e k ɔ n d ə n
secretaresse	s e c r e t a r e ss e	s ɛ k r e t a r ɛ s ə
secretariaat	s e c r e t a r i aa t	s ɛ k r e t a r i a t
secretaris	s e c r e t a r i s	s ɛ k r e t a r ɪ s
secretaris-generaal	s e c r e t a r i s - g e n e r aa l	s ɛ k r e t a r i s ɣ ə n e r a l
Secretaris-generaal	S e c r e t a r i s - g e n e r aa l	s ɛ k r e t a r i s ɣ ə n e r a l
sectie	s e c t ie	s ɛ k s i
secties	s e c t ie s	s ɛ k s i s
sector	s e c t o r	s ɛ k t ɔ r
sectoren	s e c t o r e n	s ɛ k t o r ə n
seculiere	s e c u l ie r e	s e k y l i r ə
secundaire	s e c u n d ai r e	s e k œ n d ɑɪ r ə
Securities	S e c u r i t ie s	s e k y r i ts i s
sedert	s e d e r t	s e d ɛ r t
Seeheimer	S ee h ei m e r	s e h ɛɪ m ə r
Seelen	S ee l e n	s e l ə n
Seger	S e g e r	s e ɣ ə r
segment	s e g m e n t	s ɛ ɣ m ɛ n t
segmenten	s e g m e n t e n	s ɛ ɣ m ɛ n t ə n
Seiko	S ei k o	s ɛɪ k o
Seine-Maritime	S ei n e - M a r i t i m e	s ɛɪ n e m a r i t i m ə
seinen	s ei n e n	s ɛɪ n ə n
seizoen	s ei z oe n	s ɛɪ z u n
seizoenen	s ei z oe n e n	s ɛɪ z u n ə n
seizoensgebonden	s ei z oe n s g e b o n d e n	s ɛɪ z u n s ɣ ə b ɔ n d ə n
seizoensproducten	s ei z oe n s p r o d u c t e n	s ɛɪ z u n s p r o d œ k t ə n
seks	s e k s	s ɛ k s
seks-bom	s e k s - b o m	s ɛ k s b ɔ m
sekspoppen	s e k s p o pp e n	s ɛ k s p ɔ p ə n
seksrobots	s e k s r o b o t s	s ɛ k s r o b ɔ t s
sekstoerisme	s e k s t oe r i s m e	s ɛ k s t u r ɪ s m ə
seksueel	s e k s u ee l	s ɛ k s y e l
seksuele	s e k s u e l e	s ɛ k s y e l ə
seksverslaving	s e k s v e r s l a v i ng	s ɛ k s v ɛ r s l a v ɪ ŋ
sekte	s e k t e	s ɛ k t ə
sektoren	s e k t o r e n	s ɛ k t o r ə n
Sela	S e l a	s e l a
Selecteer	S e l e c t ee r	s e l ɛ k t e r
selecteren	s e l e c t e r e n	s e l ɛ k t e r ə n
selectie	s e l e c t ie	s e l ɛ k s i
selectief	s e l e c t ie f	s e l ɛ k t i f
selectielijst	s e l e c t ie l ij s t	s e l ɛ k ts i l ɛɪ s t
selectieprocedure	s e l e c t ie p r o c e d u r e	s e l ɛ k ts i p r o s e d y r ə
selecties	s e l e c t ie s	s e l ɛ k s i s
selectiewedstrijden	s e l e c t ie w e d s t r ij d e n	s e l ɛ k ts i ʋ ɛ t s t r ɛɪ d ə n
Selekt	S e l e k t	s e l ɛ k t
selektie	s e l e k t ie	s e l ɛ k ts i
Selena	S e l e n a	s e l e n a
Seleuciden	S e l eu c i d e n	s e l ø s i d ə n
Selfoss	S e l f o ss	s ɛ l f ɔ s
Seligman	S e l i g m a n	s e l ɪ ɣ m ɑ n
sell	s e ll	s ɛ l
Selling	S e ll i ng	s ɛ l ɪ ŋ
Selma	S e l m a	s ɛ l m a
Selmer	S e l m e r	s ɛ l m ə r
semafoons	s e m a f oo n s	s e m a f o n s
semester	s e m e s t e r	s e m ɛ s t ə r
semi	s e m i	s e m i
semi-dry	s e m i - d r y	s e m i d r i
semi-professionele	s e m i - p r o f e ssi o n e l e	s e m i p r o f ɛ ʃ o n e l ə
semilegale	s e m i l e g a l e	s e m i l e ɣ a l ə
seminar	s e m i n a r	s e m i n ɑ r
seminarie	s e m i n a r ie	s e m i n a r i
seminaries	s e m i n a r ie s	s e m i n a r i s
seminars	s e m i n a r s	s e m i n ɑ r s
Senaatsvoorzitter	S e n aa t s v oo r z i tt e r	s e n a t s v o r z ɪ t ə r
Senator	S e n a t o r	s e n a t ɔ r
Sendai	S e n d ai	s ɛ n d ɑɪ
Senegal	S e n e g a l	s e n e ɣ ɑ l
senioren	s e n i o r e n	s e n i o r ə n
seniorenorkest	s e n i o r e n o r k e s t	s e n i o r e n ɔ r k ɛ s t
Sens	S e n s	s ɛ n s
sensatie	s e n s a t ie	s ɛ n s a ts i
Sensation	S e n s a ti o n	s ɛ n s a ʃ ɔ n
sensationeel	s e n s a ti o n ee l	s ɛ n s a ʃ o n e l
sensationele	s e n s a ti o n e l e	s ɛ n s a ʃ o n e l ə
sense	s e n s e	s ɛ n s ə
Senseo-gebruikers	S e n s e o - g e b r ui k e r s	s ɛ n s e o ɣ ə b r œy k ɛ r s
Sensing	S e n s i ng	s ɛ n s ɪ ŋ
sensor	s e n s o r	s ɛ n s ɔ r
sensoren	s e n s o r e n	s ɛ n s o r ə n
Sensortechniek	S e n s o r t e ch n ie k	s ɛ n s ɔ r t ɛ x n i k
Seoel	S e oe l	s e u l
Seoul	S e ou l	s e ɑu l
Sep	S e p	s ɛ p
sepia	s e p i a	s e p i a
seppuku	s e pp u k u	s ɛ p y k y
sepsis	s e p s i s	s ɛ p s ɪ s
september	s e p t e m b e r	s ɛ p t ɛ m b ə r
September	S e p t e m b e r	s ɛ p t ɛ m b ə r
Sepúlveda	S e p ú l v e d a	s e p œ l v e d a
Serapis	S e r a p i s	s e r a p ɪ s
sereh	s e r e h	s e r ɛ
Serena	S e r e n a	s e r e n a
Serge	S e r g e	s ɛ r ɣ ə
sergeant	s e r g e a n t	s ɛ r ɣ ə ɑ n t
Sergio	S e r g i o	s ɛ r ɣ i o
serie	s e r ie	s e r i
Serie	S e r ie	s e r i
series	s e r ie s	s e r i s
serieus	s e r i eu s	s e r i ø s
serieuze	s e r i eu z e	s e r i ø z ə
serieuzer	s e r i eu z e r	s e r i ø z ə r
Serikbolsyn	S e r i k b o l s y n	s e r ɪ k b ɔ l s i n
serpentines	s e r p e n t i n e s	s ɛ r p ɛ n t i n ɛ s
Serra	S e rr a	s ɛ r a
Serrania	S e rr a n i a	s ɛ r a n i a
serre	s e rr e	s ɛ r ə
serres	s e rr e s	s ɛ r ɛ s
serveersters	s e r v ee r s t e r s	s ɛ r v e r s t ɛ r s
serveert	s e r v ee r t	s ɛ r v e r t
server	s e r v e r	s ɛ r v ə r
Server	S e r v e r	s ɛ r v ə r
serveren	s e r v e r e n	s ɛ r v e r ə n
servers	s e r v e r s	s ɛ r v ɛ r s
service	s e r v i c e	s ɛ r v ə s
Service	S e r v i c e	s ɛ r v i s ə
serviceniveau	s e r v i c e n i v eau	s ɛ r v ə s n i v o
services	s e r v i c e s	s ɛ r v ə s s
Servië	S e r v i ë	s ɛ r v i ə
Sesamstraat	S e s a m s t r aa t	s e s ɑ m s t r a t
Sesleria	S e s l e r i a	s ɛ s l e r i a
Sessie	S e ss ie	s ɛ s i
sessies	s e ss ie s	s ɛ s i s
Session	S e ssi o n	s ɛ ʃ ɔ n
set	s e t	s ɛ t
sets	s e t s	s ɛ t s
setup	s e t u p	s e t œ p
Setup	S e t u p	s e t œ p
Seven	S e v e n	s e v ə n
Sevilla	S e v i ll a	s e v i l a
sex	s e x	s ɛ ks
sexprijs	s e x p r ij s	s ɛ ks p r ɛɪ s
sexy	s e x y	s ɛ ks i
sfeer	s f ee r	s f e r
sfeerscheppingen	s f ee r s ch e pp i ng e n	s f e r s x ɛ p ɪ ŋ ə n
sfeervolle	s f ee r v o ll e	s f e r v ɔ l ə
Sgonico	S g o n i c o	s ɣ o n i k o
Shadow	S h a d o w	s h a d o ʋ
Shafelly	S h a f e ll y	s h a f ɛ l i
Shakespeare	S h a k e s p e a r e	s h a k ɛ s p e a r ə
Shakespeares	S h a k e s p e a r e s	s h a k ɛ s p e a r ɛ s
Shalit	S h a l i t	s h a l ɪ t
Shand	S h a n d	s h ɑ n t
Shang	S h a ng	s h ɑ ŋ
shanties	sh a n t ie s	ʃ ɑ n ts i s
Shaolin-stijl	S h a o l i n - s t ij l	s h a o l i n s t ɛɪ l
shape	sh a p e	ʃ a p ə
Shape	S h a p e	s h a p ə
sharia	sh a r i a	ʃ a r i a
Sharman	S h a r m a n	s h ɑ r m ɑ n
sharmani	sh a r m a n i	ʃ ɑ r m a n i
shawl	sh a w l	ʃ a ʋ l
sheabutter	sh e a b u tt e r	ʃ e a b œ t ə r
