originals	tokenized	transliterated
vrijdagnacht	vrijdagnacht	frɛɪdɑɣnɑxt
vrijdagochtend	vrijdagochtend	frɛɪdaɣɔxtɛnt
Vrijdagochtend	Vrijdagochtend	frɛɪdaɣɔxtɛnt
vrije	vrije	frɛɪə
Vrije	Vrije	frɛɪə
vrijelijk	vrijelijk	frɛɪelək
vrijetijdsbesteding	vrijetijdsbesteding	frɛɪetɛɪtsbəstedɪŋ
vrijgegeven	vrijgegeven	frɛɪɣəɣəvən
vrijgelaten	vrijgelaten	frɛɪɣəlatən
vrijgesproken	vrijgesproken	frɛɪɣəsprokən
vrijgevige	vrijgevige	frɛɪɣəvəɣə
vrijgezellenuitje	vrijgezellenuitje	frɛɪɣəzɛlenœycə
vrijheid	vrijheid	frɛɪhɛɪt
Vrijheid	Vrijheid	frɛɪhɛɪt
vrijkomt	vrijkomt	frɛɪkɔmt
vrijlating	vrijlating	frɛɪlatɪŋ
vrijlopen	vrijlopen	frɛɪlopən
vrijmarkt	vrijmarkt	frɛɪmɑrkt
vrijplaatsen	vrijplaatsen	frɛɪplatsən
vrijspraak	vrijspraak	frɛɪsprak
vrijstelling	vrijstelling	frɛɪstɛlɪŋ
vrijwel	vrijwel	frɛɪʋəl
vrijwillig	vrijwillig	frɛɪʋɪləɣ
Vrijwillige	Vrijwillige	frɛɪʋɪləɣə
vrijwilliger	vrijwilliger	frɛɪʋɪləɣər
vrijwilligers	vrijwilligers	frɛɪʋɪliɣərs
Vrijwilligers	Vrijwilligers	frɛɪʋɪliɣərs
vrijwilligersorganisaties	vrijwilligersorganisaties	frɛɪʋɪliɣərsɔrɣanisatsis
vrijwilligersvacatures	vrijwilligersvacatures	frɛɪʋɪliɣərsvakatyrɛs
vrijwilligersvereniging	vrijwilligersvereniging	frɛɪʋɪliɣərsvereniɣɪŋ
Vrijwilligersvergoeding	Vrijwilligersvergoeding	frɛɪʋɪliɣərsvɛrɣudɪŋ
vrijwilligerswerk	vrijwilligerswerk	frɛɪʋɪliɣərsʋɛrk
vrijzwemmend	vrijzwemmend	frɛɪzʋɛmɛnt
vroeg	vroeg	fruɣ
vroege	vroege	fruɣə
Vroege	Vroege	fruɣə
vroegen	vroegen	fruɣən
vroeger	vroeger	fruɣər
Vroeger	Vroeger	fruɣər
vroegere	vroegere	fruɣərə
Vroegnederlandse	Vroegnederlandse	fruɣnedɛrlɑntsə
vroegste	vroegste	fruɣstə
vroegtijdige	vroegtijdige	fruɣtɛɪdəɣə
vrolijk	vrolijk	frolək
Vrolijk	Vrolijk	frolək
vrolijke	vrolijke	froləkə
vrolijker	vrolijker	froləkər
vrolijkheid	vrolijkheid	froləkhɛɪt
vroor	vroor	fror
vrouw	vrouw	frɑuʋ
Vrouw	Vrouw	frɑuʋ
Vrouwe	Vrouwe	frɑuʋə
vrouwelijk	vrouwelijk	frɑuʋelək
Vrouwelijk	Vrouwelijk	frɑuʋelək
vrouwelijke	vrouwelijke	frɑuʋeləkə
vrouwen	vrouwen	frɑuʋən
Vrouwen	Vrouwen	frɑuʋən
vrouwenbeweging	vrouwenbeweging	frɑuʋɛnbəʋeɣɪŋ
vrouwenfiguur	vrouwenfiguur	frɑuʋɛnfiɣyr
Vrouwengilde	Vrouwengilde	frɑuʋɛŋɪldə
vrouwenwedstrijd	vrouwenwedstrijd	frɑuʋenʋɛtstrɛɪt
vrouwtje	vrouwtje	frɑuʋcə
vrouwtjes	vrouwtjes	frɑuʋcɛs
vruchtbaar	vruchtbaar	frœxtbar
vruchtbaarheid	vruchtbaarheid	frœxtbarhɛɪt
vruchten	vruchten	frœxtən
vruchtwater	vruchtwater	frœxtʋatər
vs	vs	fs
Vuelta	Vuelta	fyɛlta
Vught	Vught	fygt
Vugt	Vugt	fœɣt
vuil	vuil	fœyl
Vuil	Vuil	fœyl
vul	vul	fœl
vulden	vulden	fœldən
vulkaan	vulkaan	fœlkan
vulkanische	vulkanische	fœlkanisə
vullen	vullen	fœlən
vulling	vulling	fœlɪŋ
Vullinghsplein	Vullinghsplein	fœlɪŋhsplɛɪn
vulpen	vulpen	fœlpən
Vulpes	Vulpes	fœlpɛs
vulstof	vulstof	fœlstɔf
vult	vult	fœlt
vurig	vurig	fyrəɣ
vurige	vurige	fyrəɣə
vuur	vuur	fyr
Vuur	Vuur	fyr
vuurdoop	vuurdoop	fyrdop
Vuursteeglaan	Vuursteeglaan	fyrsteɣlan
vuursteen	vuursteen	fyrsten
vuursteentjes	vuursteentjes	fyrstencɛs
vuurtafel	vuurtafel	fyrtafəl
vuurtje	vuurtje	fyrcə
vuurtongen	vuurtongen	fyrtɔŋən
vuurwapen	vuurwapen	fyrʋapən
vuurwerk	vuurwerk	fyrʋɛrk
vwo	vwo	fʋo
vzn	vzn	fzn
vzw	vzw	fzʋ
vzw's	vzw's	fzʋs
w	w	ʋ
wa	wa	ʋa
Waag	Waag	ʋaɣ
waaien	waaien	ʋaɪən
waaier	waaier	ʋaɪər
waait	waait	ʋaɪt
waakhondfunctie	waakhondfunctie	ʋakhɔntfœnksi
Waal	Waal	ʋal
Waalbrug	Waalbrug	ʋalbrœɣ
Waals	Waals	ʋals
Waals-Brabant	Waals-Brabant	ʋalsbrabɑnt
Waaltje	Waaltje	ʋalcə
Waalwijk	Waalwijk	ʋalʋɛɪk
waan-zinnig	waan-zinnig	ʋanzɪnəɣ
waar	waar	ʋar
Waar	Waar	ʋar
waaraan	waaraan	ʋaran
waarbij	waarbij	ʋarbɛɪ
waarbinnen	waarbinnen	ʋarbɪnən
waarborg	waarborg	ʋarbɔrɣ
waarborgen	waarborgen	ʋarbɔrɣən
waard	waard	ʋart
waarde	waarde	ʋardə
Waarde	Waarde	ʋardə
waardeert	waardeert	ʋardert
waardeloos	waardeloos	ʋardelos
waardeloze	waardeloze	ʋardelozə
waarden	waarden	ʋardən
waarderen	waarderen	ʋarderən
waardering	waardering	ʋarderɪŋ
waardevermindering	waardevermindering	ʋardevɛrmɪnderɪŋ
waardevol	waardevol	ʋardevɔl
waardevolle	waardevolle	ʋardevɔlə
Waardevolle	Waardevolle	ʋardevɔlə
waardige	waardige	ʋardəɣə
waardigheid	waardigheid	ʋardigɛɪt
waardooor	waardooor	ʋardoɔr
waardoor	waardoor	ʋardor
Waardoor	Waardoor	ʋardor
waargenomen	waargenomen	ʋarɣənomən
waarheid	waarheid	ʋarhɛɪt
Waarheid	Waarheid	ʋarhɛɪt
waarin	waarin	ʋarɪn
Waarin	Waarin	ʋarɪn
waarmee	waarmee	ʋarme
Waarmee	Waarmee	ʋarme
waarna	waarna	ʋarna
waarnaar	waarnaar	ʋarnar
waarneembaar	waarneembaar	ʋarnembar
waarneemt	waarneemt	ʋarnemt
waarnemend	waarnemend	ʋarnemɛnt
Waarnemer	Waarnemer	ʋarnemər
waarnemingen	waarnemingen	ʋarnemɪŋən
waarom	waarom	ʋarɔm
Waarom	Waarom	ʋarɔm
waaronder	waaronder	ʋarɔndər
waarop	waarop	ʋarɔp
waarover	waarover	ʋarovər
waarschijnlijk	waarschijnlijk	ʋarsxɛɪnlək
waarschijnlijke	waarschijnlijke	ʋarsxɛɪnləkə
waarschuwde	waarschuwde	ʋarsxyʋdə
waarschuwen	waarschuwen	ʋarsxyʋən
waarschuwing	waarschuwing	ʋarsxyʋɪŋ
waarschuwt	waarschuwt	ʋarsxyʋt
waaruit	waaruit	ʋarœyt
waarvan	waarvan	ʋarvɑn
waarvoor	waarvoor	ʋarvor
Waaslanders	Waaslanders	ʋaslɑndɛrs
wacht	wacht	ʋɑxt
wachtdelicten	wachtdelicten	ʋɑxtdelɪktən
wachten	wachten	ʋɑxtən
wachtgeld	wachtgeld	ʋɑxtɣəlt
wachtlijst	wachtlijst	ʋɑxtlɛɪst
wachtlijsten	wachtlijsten	ʋɑxtlɛɪstən
wachtlijstregistratie	wachtlijstregistratie	ʋɑxtlɛɪstreɣɪstratsi
wachtte	wachtte	ʋɑxtə
wachttijd	wachttijd	ʋɑxtɛɪt
wachttijden	wachttijden	ʋɑxtɛɪdən
wachtwoord	wachtwoord	ʋɑxtʋort
Wacko	Wacko	ʋɑko
Waddenzee	Waddenzee	ʋɑdɛnze
Waddinxveense	Waddinxveense	ʋɑdinksvensə
Wade	Wade	ʋadə
Wagemakers	Wagemakers	ʋaɣəmakɛrs
wagen	wagen	ʋaɣən
Wageningen	Wageningen	ʋaɣənɪŋən
wagens	wagens	ʋaɣəns
Wagner	Wagner	ʋɑɣnər
Wagneriaans	Wagneriaans	ʋɑɣnerians
wakker	wakker	ʋɑkər
Wakker	Wakker	ʋɑkər
wakkert	wakkert	ʋɑkɛrt
Waldfriede	Waldfriede	ʋɑltfridə
Waldhof	Waldhof	ʋɑldhɔf
walg	walg	ʋɑlɣ
Walibi	Walibi	ʋalibi
Walk	Walk	ʋɑlk
Wall	Wall	ʋɑl
Wallich	Wallich	ʋɑlɪx
Wallonië	Wallonië	ʋɑloniə
wals	wals	ʋɑls
Walter	Walter	ʋɑltər
Walters	Walters	ʋɑltɛrs
walvis	walvis	ʋɑlvɪs
Wamel	Wamel	ʋaməl
wanbeleid	wanbeleid	ʋɑnbəlɛɪt
wand	wand	ʋɑnt
wandbekleding	wandbekleding	ʋɑntbəkledɪŋ
wandelaars	wandelaars	ʋɑndelars
Wandelaars	Wandelaars	ʋɑndelars
wandelen	wandelen	ʋɑndelən
Wandelen	Wandelen	ʋɑndelən
wandeling	wandeling	ʋɑndelɪŋ
wandelingen	wandelingen	ʋɑndelɪŋən
wandelkaarten	wandelkaarten	ʋɑndɛlkartən
wandelreizen	wandelreizen	ʋɑndɛlrɛɪzən
Wandelronde	Wandelronde	ʋɑndɛlrɔndə
wandelroute	wandelroute	ʋɑndɛlrutə
wandelsessie	wandelsessie	ʋɑndɛlsɛsi
wandelsportvereniging	wandelsportvereniging	ʋɑndɛlspɔrtvereniɣɪŋ
wandelt	wandelt	ʋɑndɛlt
Wandelweg	Wandelweg	ʋɑndelʋɛɣ
wanden	wanden	ʋɑndən
waneer	waneer	ʋaner
Waneer	Waneer	ʋaner
wankele	wankele	ʋɑŋkelə
wanneer	wanneer	ʋɑner
Wanneer	Wanneer	ʋɑner
want	want	ʋɑnt
Want	Want	ʋɑnt
wantrouwen	wantrouwen	ʋɑntrɑuʋən
wapen	wapen	ʋapən
wapenexporteurs	wapenexporteurs	ʋapenɛkspɔrtørs
Wapenhandel	Wapenhandel	ʋapenhɑndəl
wapens	wapens	ʋapɛns
Wapenveld	Wapenveld	ʋapɛnvɛlt
wapenwet	wapenwet	ʋapenʋɛt
War	War	ʋɑr
ware	ware	ʋarə
Ware	Ware	ʋarə
waren	waren	ʋarən
Waren	Waren	ʋarən
Warhol-virus	Warhol-virus	ʋarholvirœs
warm	warm	ʋɑrm
Warm	Warm	ʋɑrm
warme	warme	ʋɑrmə
Warmenhuizen	Warmenhuizen	ʋɑrmenhœyzən
warmere	warmere	ʋɑrmerə
warming-up	warming-up	ʋɑrmɪŋœp
warmte	warmte	ʋɑrmtə
warmte-terug-win-unit	warmte-terug-win-unit	ʋɑrmteteryɣʋinynɪt
warmtebranders	warmtebranders	ʋɑrmtɛbrɑndɛrs
warmtekrachtcentrale	warmtekrachtcentrale	ʋɑrmtɛkrɑxtsɛntralə
warmteontwikkeling	warmteontwikkeling	ʋɑrmteɔntʋɪkelɪŋ
warmteopslag	warmteopslag	ʋɑrmteɔpslɑɣ
Warnsveld	Warnsveld	ʋɑrnsvɛlt
Warped	Warped	ʋɑrpɛt
Warren	Warren	ʋɑrən
wars	wars	ʋɑrs
Wars-film	Wars-film	ʋɑrsfɪlm
Warschau	Warschau	ʋɑrsxɑu
was	was	ʋɑs
Was	Was	ʋɑs
wasbedrijven	wasbedrijven	ʋɑsbədrɛɪvən
wasdraad	wasdraad	ʋɑsdrat
Washington	Washington	ʋashɪŋtɔn
waslijn	waslijn	ʋɑslɛɪn
wasmiddelen	wasmiddelen	ʋɑsmɪdelən
wasnootschalen	wasnootschalen	ʋɑsnotsxalən
waspas	waspas	ʋɑspɑs
wassen	wassen	ʋɑsən
Wassenaar	Wassenaar	ʋɑsenar
wasstraat	wasstraat	ʋɑstrat
wast	wast	ʋɑst
wastafel	wastafel	ʋɑstafəl
wastafels	wastafels	ʋɑstafɛls
wat	wat	ʋɑt
Wat	Wat	ʋɑt
wát	wát	ʋɑt
wàt	wàt	ʋat
watchout	watchout	ʋɑtʃɑut
water	water	ʋatər
Water	Water	ʋatər
water-recreatie	water-recreatie	ʋaterrɛkreatsi
waterbed	waterbed	ʋatɛrbət
waterbeweging	waterbeweging	ʋatɛrbəʋeɣɪŋ
waterbrevet	waterbrevet	ʋatɛrbrevɛt
watercirculatie	watercirculatie	ʋatɛrsɪrkylatsi
waterdicht	waterdicht	ʋatɛrdɪxt
waterdieren	waterdieren	ʋatɛrdirən
waterdoorzicht	waterdoorzicht	ʋatɛrdorzɪxt
wateren	wateren	ʋaterən
Waterhyacint	Waterhyacint	ʋaterhiasɪnt
waterland	waterland	ʋatɛrlɑnt
Waterland	Waterland	ʋatɛrlɑnt
waterleiding	waterleiding	ʋatɛrlɛɪdɪŋ
waterleidingspijpen	waterleidingspijpen	ʋatɛrlɛɪdɪŋspɛɪpən
waterloopbos	waterloopbos	ʋatɛrlopbɔs
waterlopen	waterlopen	ʋatɛrlopən
watermeloensteaks	watermeloensteaks	ʋatɛrmelunsti:ks
watermonster	watermonster	ʋatɛrmɔnstər
wateropname	wateropname	ʋaterɔpnamə
waterpijp	waterpijp	ʋatɛrpɛɪp
waterpistool	waterpistool	ʋatɛrpɪstol
waterplanten	waterplanten	ʋatɛrplɑntən
Waterplants	Waterplants	ʋatɛrplɑnts
waterplassen	waterplassen	ʋatɛrplɑsən
waterpolo	waterpolo	ʋatɛrpolo
waterratten	waterratten	ʋatɛrɑtən
waterroofkevers	waterroofkevers	ʋatɛrofkevɛrs
waterschade	waterschade	ʋatɛrsxadə
Waterschapscongres	Waterschapscongres	ʋatɛrsxɑpskɔŋrɛs
Waterschapsheuvel	Waterschapsheuvel	ʋatɛrsxɑpshøvəl
Waterschei	Waterschei	ʋatɛrsxɛɪ
waterscheidingen	waterscheidingen	ʋatɛrsxɛɪdɪŋən
waterscherm	waterscherm	ʋatɛrsxɛrm
Watership	Watership	ʋatɛrshɪp
watersportartikelen	watersportartikelen	ʋatɛrspɔrtɑrtikelən
Watersportverbond	Watersportverbond	ʋatɛrspɔrtvɛrbɔnt
Waterstaat	Waterstaat	ʋatɛrstat
waterstof	waterstof	ʋatɛrstɔf
watertype	watertype	ʋatɛrtipə
watervallen	watervallen	ʋatɛrvɑlən
watervaste	watervaste	ʋatɛrvɑstə
watervlakte	watervlakte	ʋatɛrvlɑktə
watervogels	watervogels	ʋatɛrvoɣəls
watervoorraad	watervoorraad	ʋatɛrvorat
watervoorziening	watervoorziening	ʋatɛrvorzinɪŋ
watervrees	watervrees	ʋatɛrvres
waterwereld	waterwereld	ʋaterʋerɛlt
Waterworld	Waterworld	ʋaterʋɔrlt
waterzuigen	waterzuigen	ʋatɛrzœyɣən
Watson	Watson	ʋɑtsɔn
Wattel	Wattel	ʋɑtəl
watten	watten	ʋɑtən
wattsi	wattsi	ʋɑtsi
Wauters	Wauters	ʋɑutɛrs
wave	wave	ʋavə
Way	Way	ʋeɪ
wc	wc	ʋk
we	we	ʋə
We	We	ʋə
Weapon	Weapon	ʋeapɔn
Wear	Wear	ʋeɑr
wearable	wearable	ʋearɑblə
web	web	ʋɛp
Web	Web	ʋɛp
Web-browser	Web-browser	ʋebbroʋsər
webcam	webcam	ʋɛbkɑm
webcammer	webcammer	ʋɛbkɑmər
Webconnect	Webconnect	ʋɛbkɔnɛkt
weblog	weblog	ʋɛblɔɣ
webmail	webmail	ʋɛbmel
webmaster	webmaster	ʋɛbmɑstər
webmasters	webmasters	ʋɛbmɑstɛrs
weboptie	weboptie	ʋebɔptsi
webpagina	webpagina	ʋɛbpaɣina
Webring	Webring	ʋɛbrɪŋ
webshop	webshop	ʋɛbshɔp
website	website	ʋɛbsitə
websites	websites	ʋɛbsitɛs
webstandaarden	webstandaarden	ʋɛbstɑndardən
webstrateeg	webstrateeg	ʋɛbstrateɣ
Webwijzer	Webwijzer	ʋebʋɛɪzər
webwinkel	webwinkel	ʋebʋɪŋkəl
wederom	wederom	ʋederɔm
wederopbouw	wederopbouw	ʋederɔpbɑuʋ
wederopstanding	wederopstanding	ʋederɔpstɑndɪŋ
Wederpartij	Wederpartij	ʋedɛrpɑrtɛɪ
wederverkopers	wederverkopers	ʋedɛrvɛrkopɛrs
wederzijdse	wederzijdse	ʋedɛrzɛɪtsə
wedmonopolie	wedmonopolie	ʋɛtmonopoli
wedstrijd	wedstrijd	ʋɛtstrɛɪt
wedstrijdcommissies	wedstrijdcommissies	ʋɛtstrɛɪtkɔmɪsis
wedstrijddag	wedstrijddag	ʋɛtstrɛɪdɑɣ
wedstrijden	wedstrijden	ʋɛtstrɛɪdən
wedstrijdervaring	wedstrijdervaring	ʋɛtstrɛɪdɛrvarɪŋ
wedstrijdnummer	wedstrijdnummer	ʋɛtstrɛɪtnœmər
wedstrijdtijden	wedstrijdtijden	ʋɛtstrɛɪttɛɪdən
weduwe	weduwe	ʋedyʋə
weefsel	weefsel	ʋefsəl
weegschaal	weegschaal	ʋeɣsxal
weegt	weegt	ʋeɣt
week	week	ʋek
Week	Week	ʋek
week-end	week-end	ʋekɛnt
weekblad	weekblad	ʋekblɑt
weekeinde	weekeinde	ʋekɛɪndə
weekend	weekend	ʋikɛnt
weekenden	weekenden	ʋikɛndən
weekendje	weekendje	ʋikɛndjə
weekends	weekends	ʋikɛnts
weekje	weekje	ʋekjə
weekschildkevers	weekschildkevers	ʋeksxɪltkevɛrs
Weep	Weep	ʋep
weer	weer	ʋer
Weer	Weer	ʋer
weerbeeld	weerbeeld	ʋerbelt
weerga	weerga	ʋerɣa
weergaloze	weergaloze	ʋerɣalozə
weergeeft	weergeeft	ʋerɣeft
weergegeven	weergegeven	ʋerɣəɣəvən
weergekeerd	weergekeerd	ʋerɣəkert
weergeven	weergeven	ʋerɣəvən
weerman	weerman	ʋermɑn
weerschijnvlinder	weerschijnvlinder	ʋersxɛɪnvlɪndər
Weerschijnvlinder	Weerschijnvlinder	ʋersxɛɪnvlɪndər
weerscondities	weerscondities	ʋerskɔnditsis
weersomstandigheden	weersomstandigheden	ʋersɔmstɑndigedən
weerspiegelde	weerspiegelde	ʋerspiɣəldə
weerspiegelden	weerspiegelden	ʋerspiɣəldən
weerstand	weerstand	ʋerstɑnt
weerstanden	weerstanden	ʋerstɑndən
weerstandsniveau	weerstandsniveau	ʋerstɑntsnivo
Weert	Weert	ʋert
weerwoord	weerwoord	ʋerʋort
wees	wees	ʋes
weeshuis	weeshuis	ʋeshœys
Weesp	Weesp	ʋesp
weet	weet	ʋet
Weet	Weet	ʋet
weg	weg	ʋɛɣ
Weg	Weg	ʋɛɣ
wegbeheerder	wegbeheerder	ʋɛɣbəherdər
wegcategorieën	wegcategorieën	ʋɛɣkateɣoriən
wegdek	wegdek	ʋɛɣdɛk
wegduwen	wegduwen	ʋɛɣdyʋən
wegen	wegen	ʋeɣən
wegenfonds	wegenfonds	ʋeɣənfɔnts
wegennet	wegennet	ʋeɣənɛt
wegennetwerk	wegennetwerk	ʋeɣənetʋɛrk
wegens	wegens	ʋeɣəns
Wegens	Wegens	ʋeɣəns
wegenvignet	wegenvignet	ʋeɣənvɪɣnɛt
wegenwerkers	wegenwerkers	ʋeɣənʋɛrkɛrs
weggee	weggee	ʋɛɣe
weggeefwinkels	weggeefwinkels	ʋɛɣefʋɪŋkɛls
weggegaan	weggegaan	ʋɛɣəɣan
weggegrist	weggegrist	ʋɛɣəɣrɪst
weggehaald	weggehaald	ʋɛɣəhalt
weggelopen	weggelopen	ʋɛɣəlopən
weggenomen	weggenomen	ʋɛɣənomən
weggetjes	weggetjes	ʋɛɣəcɛs
weggevallen	weggevallen	ʋɛɣəvɑlən
weggewerkt	weggewerkt	ʋɛɣəʋɛrkt
weggezongen	weggezongen	ʋɛɣəzɔŋən
weggooit	weggooit	ʋɛɣoit
weging	weging	ʋeɣɪŋ
wegliep	wegliep	ʋɛɣlip
wegliepen	wegliepen	ʋɛɣlipən
wegpleuren	wegpleuren	ʋɛɣplørən
wegreed	wegreed	ʋɛɣret
wegrestaurant	wegrestaurant	ʋɛɣrɛstɑurɑnt
wegrukt	wegrukt	ʋɛɣrœkt
wegtrekken	wegtrekken	ʋɛɣtrɛkən
wegwerken	wegwerken	ʋeɣʋɛrkən
wegwerptasjes	wegwerptasjes	ʋeɣʋɛrptaʃɛs
wegwijzer	wegwijzer	ʋeɣʋɛɪzər
wegzwemt	wegzwemt	ʋɛɣzʋɛmt
wei	wei	ʋɛɪ
weide	weide	ʋɛɪdə
weigerde	weigerde	ʋɛɪɣərdə
weigerden	weigerden	ʋɛɪɣərdən
weigeren	weigeren	ʋɛɪɣərən
weigert	weigert	ʋɛɪɣərt
Weihwasserkessel	Weihwasserkessel	ʋɛɪhʋɑsɛrkɛsəl
weinig	weinig	ʋɛɪnəɣ
weinige	weinige	ʋɛɪnəɣə
weinigen	weinigen	ʋɛɪnəɣən
weke	weke	ʋekə
wekelijks	wekelijks	ʋekeləks
Wekelijks	Wekelijks	ʋekeləks
wekelijkse	wekelijkse	ʋekeləksə
Wekelijkse	Wekelijkse	ʋekeləksə
weken	weken	ʋekən
wekenlang	wekenlang	ʋekɛnlɑŋ
wekt	wekt	ʋɛkt
wel	wel	ʋəl
Wel	Wel	ʋəl
wél	wél	ʋel
welbekende	welbekende	ʋɛlbəkɛndə
welbepaalde	welbepaalde	ʋɛlbəpaldə
welbespraakt	welbespraakt	ʋɛlbəsprakt
welbevinden	welbevinden	ʋɛlbəvɪndən
welcome	welcome	ʋɛlkomə
Welcome	Welcome	ʋɛlkomə
weldoener	weldoener	ʋɛldunər
weleens	weleens	ʋelens
welhaast	welhaast	ʋelhast
weliswaar	weliswaar	ʋelisʋar
welk	welk	ʋɛlk
Welk	Welk	ʋɛlk
welke	welke	ʋɛlkə
Welke	Welke	ʋɛlkə
welkom	welkom	ʋɛlkɔm
Welkom	Welkom	ʋɛlkɔm
welkomstbonus	welkomstbonus	ʋɛlkɔmstbonœs
welkomstdrankje	welkomstdrankje	ʋɛlkɔmstdrɑŋkjə
Welle	Welle	ʋɛlə
wellicht	wellicht	ʋɛlɪxt
Wellicht	Wellicht	ʋɛlɪxt
Wellness	Wellness	ʋɛlnɛs
Wells	Wells	ʋɛls
Welness	Welness	ʋɛlnɛs
Welnu	Welnu	ʋɛlny
Welschmen	Welschmen	ʋɛlsxmən
welslagen	welslagen	ʋɛlslaɣən
Welstandscommissie	Welstandscommissie	ʋɛlstɑntskɔmɪsi
welvaart	welvaart	ʋɛlvart
welverdiende	welverdiende	ʋɛlvɛrdində
welwillende	welwillende	ʋelʋɪlɛndə
welzijn	welzijn	ʋɛlzɛɪn
Welzijn	Welzijn	ʋɛlzɛɪn
welzijnsaspect	welzijnsaspect	ʋɛlzɛɪnsɑspɛkt
welzijnsevaluatie	welzijnsevaluatie	ʋɛlzɛɪnsevalyatsi
welzijnsinstellingen	welzijnsinstellingen	ʋɛlzɛɪnsɪnstɛlɪŋən
Wembley	Wembley	ʋɛmblɛi
wemelt	wemelt	ʋemɛlt
wendbaarheid	wendbaarheid	ʋɛntbarhɛɪt
wenden	wenden	ʋɛndən
Wendy	Wendy	ʋɛndi
Wenen	Wenen	ʋenən
wenkbrauwbogen	wenkbrauwbogen	ʋɛŋkbrɑuʋboɣən
Wennemars	Wennemars	ʋɛnemɑrs
wennen	wennen	ʋɛnən
wens	wens	ʋɛns
Wens-aanbod	Wens-aanbod	ʋɛnsanbɔt
wenselijk	wenselijk	ʋɛnselək
Wenselijk	Wenselijk	ʋɛnselək
wensen	wensen	ʋɛnsən
wenst	wenst	ʋɛnst
went	went	ʋɛnt
wenteltrappen	wenteltrappen	ʋɛntɛltrɑpən
wer	wer	ʋər
wêr	wêr	ʋɛ:r
werck	werck	ʋɛrk
werd	werd	ʋɛrt
Werd	Werd	ʋɛrt
werden	werden	ʋɛrdən
wereld	wereld	ʋerɛlt
Wereld	Wereld	ʋerɛlt
Wereldatlas	Wereldatlas	ʋerɛldɑtlɑs
wereldbeeld	wereldbeeld	ʋerɛltbelt
wereldbekerwedstrijden	wereldbekerwedstrijden	ʋerɛltbəkerʋɛtstrɛɪdən
Wereldberoemde	Wereldberoemde	ʋerɛltbərumdə
werelddelen	werelddelen	ʋerɛldelən
werelden	werelden	ʋerɛldən
werelderfgoed	werelderfgoed	ʋerɛldɛrfɣut
werelderfgoedstatus	werelderfgoedstatus	ʋerɛldɛrfɣutstatœs
Wereldgezondheidsorganisatie	Wereldgezondheidsorganisatie	ʋerɛltɣəzɔndhɛɪtsɔrɣanisatsi
Wereldhave	Wereldhave	ʋerɛldhavə
Wereldhaven	Wereldhaven	ʋerɛldhavən
Wereldkampioenschap	Wereldkampioenschap	ʋerɛltkɑmpiunsxɑp
wereldkampioenschappen	wereldkampioenschappen	ʋerɛltkɑmpiunsxɑpən
Wereldkampioensschap	Wereldkampioensschap	ʋerɛltkɑmpiunsxɑp
wereldkerk	wereldkerk	ʋerɛltkɛrk
wereldkundig	wereldkundig	ʋerɛltkœndəɣ
wereldleiders	wereldleiders	ʋerɛltlɛɪdɛrs
wereldlijke	wereldlijke	ʋerɛltləkə
wereldmuziek	wereldmuziek	ʋerɛltmyzik
Wereldmuziekconcerten	Wereldmuziekconcerten	ʋerɛltmyzikkɔnsɛrtən
wereldnieuws	wereldnieuws	ʋerɛltniyʋs
Wereldoorlog	Wereldoorlog	ʋerɛldorlɔɣ
wereldoorlogen	wereldoorlogen	ʋerɛldorlɔ:ɣən
wereldprobleem	wereldprobleem	ʋerɛltprɔblem
wereldproductie	wereldproductie	ʋerɛltprodœksi
wereldranglijst	wereldranglijst	ʋerɛldrɑŋlɛɪst
wereldrecord	wereldrecord	ʋerɛldrekɔrt
Wereldrecord	Wereldrecord	ʋerɛldrekɔrt
wereldreis	wereldreis	ʋerɛldrɛɪs
werelds	werelds	ʋerɛlts
wereldtalen	wereldtalen	ʋerɛlttalən
wereldvoorraad	wereldvoorraad	ʋerɛltvorat
wereldvreemd	wereldvreemd	ʋerɛltvremt
wereldvreemde	wereldvreemde	ʋerɛltvremdə
wereldvreemdheid	wereldvreemdheid	ʋerɛltvremdhɛɪt
wereldwijd	wereldwijd	ʋerɛldʋɛɪt
Wereldwijd	Wereldwijd	ʋerɛldʋɛɪt
wereldwinkels	wereldwinkels	ʋerɛldʋɪŋkɛls
Werens	Werens	ʋerɛns
werf	werf	ʋɛrf
werk	werk	ʋɛrk
Werk	Werk	ʋɛrk
werkafspraken	werkafspraken	ʋɛrkɑfsprakən
werkbezoek	werkbezoek	ʋɛrkbəzuk
Werkconferentie	Werkconferentie	ʋɛrkkɔnferɛntsi
werkdagen	werkdagen	ʋɛrkdaɣən
werkdruk	werkdruk	ʋɛrkdrœk
werkelijk	werkelijk	ʋɛrkelək
werkelijke	werkelijke	ʋɛrkeləkə
werkelijkheid	werkelijkheid	ʋɛrkeləkhɛɪt
werken	werken	ʋɛrkən
Werken	Werken	ʋɛrkən
werkend	werkend	ʋɛrkɛnt
werkende	werkende	ʋɛrkɛndə
Werker	Werker	ʋɛrkər
werkgelegenheid	werkgelegenheid	ʋɛrkɣəleɣənhɛɪt
werkgever	werkgever	ʋɛrkɣəvər
werkgevers	werkgevers	ʋɛrkɣəvɛrs
Werkgevers	Werkgevers	ʋɛrkɣəvɛrs
werkgeversvereniging	werkgeversvereniging	ʋɛrkɣəvɛrsvereniɣɪŋ
werkgroep	werkgroep	ʋɛrkɣrup
